Afghanistan,18,0,0
Albania,475,6,0
Algeria,102,4,0
Andorra,0,0,0
Angola,222,5,0
Antigua and Barbuda,60,0,0
Argentina,470,14,0
Armenia,1331,30,0
Australia,2390,11,0
Austria,1868,6,0
Azerbaijan,1017,16,0
Bahamas,0,0,0
Bahrain,59,0,0
Bangladesh,415,20,0
Barbados,284,2,0
Belarus,1998,16,0
Belgium,0,0,0
Belize,0,0,0
Benin,0,0,0
Bhutan,0,0,0
Bolivia,410,9,0
Bosnia and Herzegovina,0,0,0
Botswana,0,0,0
Brazil,16451,404,0
Brunei,135,1,0
Bulgaria,1246,30,0
Burkina Faso,24,0,0
Burma,1448,36,0
Burundi,0,0,0
Cabo Verde,25,0,0
Cambodia,220,23,0
Cameroon,0,0,0
Canada,1596,7,0
Central African Republic,0,0,0
Chad,1,0,0
Chile,998,12,0
China,32,0,0
Colombia,1587,33,0
Comoros,0,0,0
Congo (Brazzaville),0,0,0
Congo (Kinshasa),0,0,0
Costa Rica,0,0,0
Cote d'Ivoire,94,2,0
Croatia,1594,11,0
Cuba,3442,35,0
Cyprus,0,0,0
Czechia,1013,3,0
Denmark,633,0,0
Diamond Princess,0,0,0
Djibouti,0,0,0
Dominica,0,0,0
Dominican Republic,811,2,0
Ecuador,0,0,0
Egypt,831,39,0
El Salvador,0,11,0
Equatorial Guinea,0,0,0
Eritrea,4,0,0
Estonia,1068,3,0
Eswatini,18,0,0
Ethiopia,608,29,0
Fiji,57,0,0
Finland,0,0,0
France,4823,20,0
Gabon,551,4,0
Gambia,0,0,0
Georgia,2844,29,0
Germany,6894,24,0
Ghana,0,0,0
Greece,2162,36,0
Grenada,65,7,0
Guatemala,1991,48,0
Guinea,0,0,0
Guinea-Bissau,2,0,0
Guyana,391,14,0
Haiti,28,2,0
Holy See,0,0,0
Honduras,0,0,0
Hungary,0,0,0
Iceland,0,0,0
India,18166,214,0
Indonesia,1167,52,0
Iran,7654,173,0
Iraq,1227,28,0
Ireland,1940,0,0
Israel,1579,12,0
Italy,2747,46,0
Jamaica,225,15,0
Japan,774,24,0
Jordan,567,13,0
Kazakhstan,2012,0,0
Kenya,159,2,0
Kiribati,0,0,0
South Korea,1594,15,0
Kosovo,40,0,0
Kuwait,32,1,0
Kyrgyzstan,66,2,0
Laos,0,0,0
Latvia,1669,7,0
Lebanon,680,3,0
Lesotho,22,1,0
Liberia,0,0,0
Libya,0,0,0
Liechtenstein,0,0,0
Lithuania,2481,30,0
Luxembourg,0,0,0
MS Zaandam,0,0,0
Madagascar,0,0,0
Malawi,9,1,0
Malaysia,8743,74,0
Maldives,71,1,0
Mali,35,0,0
Malta,16,0,0
Marshall Islands,0,0,0
Mauritania,39,1,0
Mauritius,0,0,0
Mexico,0,0,0
Micronesia,0,0,0
Moldova,1299,1,0
Monaco,2,0,0
Mongolia,1665,15,0
Montenegro,408,3,0
Morocco,515,15,0
Mozambique,28,1,0
Namibia,23,0,0
Nepal,636,11,0
Netherlands,2557,2,0
New Zealand,61,0,0
Nicaragua,0,0,0
Niger,0,0,0
Nigeria,139,2,0
North Macedonia,344,18,0
Norway,221,0,0
Oman,0,0,0
Pakistan,827,19,0
Palau,0,0,0
Panama,223,4,0
Papua New Guinea,0,0,0
Paraguay,0,0,0
Peru,607,9,0
Philippines,10956,273,0
Poland,2011,30,0
Portugal,704,7,0
Qatar,62,0,0
Romania,14019,282,0
Russia,28648,954,0
Rwanda,114,4,0
Saint Kitts and Nevis,41,0,0
Saint Lucia,28,2,0
Saint Vincent and the Grenadines,0,0,0
Samoa,0,0,0
San Marino,0,0,0
Sao Tome and Principe,13,0,0
Saudi Arabia,35,4,0
Senegal,4,3,0
Serbia,5657,52,0
Seychelles,0,0,0
Sierra Leone,0,0,0
Singapore,3703,11,0
Slovakia,2281,9,0
Slovenia,885,5,0
Solomon Islands,0,0,0
Somalia,0,0,0
South Africa,816,56,0
South Sudan,0,0,0
Spain,0,0,0
Sri Lanka,726,29,0
Sudan,78,0,0
Summer Olympics 2020,0,0,0
Suriname,234,7,0
Sweden,0,0,0
Switzerland,0,0,0
Syria,260,10,0
Taiwan*,4,1,0
Tajikistan,0,0,0
Tanzania,0,0,0
Thailand,10630,73,0
Timor-Leste,10,0,0
Togo,29,0,0
Trinidad and Tobago,217,4,0
Tunisia,0,0,0
Turkey,28645,206,0
US,30442,366,0
Uganda,107,2,0
Ukraine,16622,264,0
United Arab Emirates,146,2,0
United Kingdom,39493,156,0
Uruguay,118,1,0
Uzbekistan,451,3,0
Vanuatu,0,0,0
Venezuela,1410,14,0
Vietnam,4491,105,0
West Bank and Gaza,0,0,0
Yemen,12,2,0
Zambia,21,0,0
Zimbabwe,57,2,0
Tonga,0,0,0
