Afghanistan,2060,67,384
Albania,7,0,9
Algeria,369,9,279
Andorra,5,0,3
Angola,280,2,265
Antigua and Barbuda,0,0,0
Argentina,24023,541,22656
Armenia,102,0,111
Australia,33,0,6
Austria,94,3,128
Azerbaijan,65,2,89
Bahamas,60,1,41
Bahrain,288,1,788
Bangladesh,5869,108,2776
Barbados,9,0,0
Belarus,813,11,777
Belgium,568,8,0
Belize,33,0,17
Benin,0,0,0
Bhutan,7,0,3
Bolivia,2182,82,2402
Bosnia and Herzegovina,9,2,526
Botswana,0,0,0
Brazil,79277,2001,59481
Brunei,0,0,0
Bulgaria,86,4,143
Burkina Faso,3,0,2
Burma,859,7,190
Burundi,14,0,0
Cabo Verde,56,1,72
Cambodia,699,16,759
Cameroon,0,0,0
Canada,622,5,843
Central African Republic,0,0,0
Chad,0,0,0
Chile,5599,215,4200
China,29,1,37
Colombia,32733,685,30501
Comoros,0,0,0
Congo (Brazzaville),81,1,0
Congo (Kinshasa),459,2,22
Costa Rica,1739,21,1892
Cote d'Ivoire,0,0,0
Croatia,118,4,104
Cuba,2464,10,1573
Cyprus,175,0,0
Czechia,165,1,282
Denmark,222,0,422
Diamond Princess,0,0,0
Djibouti,3,0,2
Dominica,0,0,0
Dominican Republic,937,8,524
Ecuador,2751,56,0
Egypt,412,29,765
El Salvador,0,5,0
Equatorial Guinea,0,0,0
Eritrea,56,0,75
Estonia,10,0,78
Eswatini,42,0,9
Ethiopia,168,6,774
Fiji,215,1,22
Finland,0,0,0
France,1988,33,310
Gabon,26,0,89
Gambia,11,0,5
Georgia,699,9,614
Germany,751,67,1330
Ghana,0,0,0
Greece,386,21,0
Grenada,0,0,0
Guatemala,2279,66,1204
Guinea,38,0,9
Guinea-Bissau,1,0,3
Guyana,109,1,221
Haiti,360,12,13
Holy See,0,0,0
Honduras,1531,23,66
Hungary,66,8,379
Iceland,0,0,0
India,48698,1183,64818
Indonesia,18872,422,8557
Iran,10820,115,12490
Iraq,5325,34,4512
Ireland,380,0,0
Israel,194,0,13
Italy,751,56,2769
Jamaica,68,2,134
Japan,1710,31,1880
Jordan,361,7,336
Kazakhstan,1730,0,1165
Kenya,646,18,391
Kiribati,0,0,0
South Korea,668,3,600
Kosovo,0,0,0
Kuwait,1702,10,1632
Kyrgyzstan,875,6,533
Laos,14,0,6
Latvia,20,1,353
Lebanon,163,4,276
Lesotho,0,0,0
Liberia,0,0,0
Libya,469,0,252
Liechtenstein,0,0,0
Lithuania,18,3,100
Luxembourg,14,0,41
MS Zaandam,0,0,0
Madagascar,28,1,45
Malawi,169,1,22
Maldives,266,2,232
Mali,8,0,5
Malta,5,0,3
Marshall Islands,0,0,0
Mauritania,56,3,32
Mauritius,7,0,0
Mexico,5270,278,2785
Micronesia,0,0,0
Moldova,88,2,84
Monaco,8,0,3
Mongolia,2362,12,1172
Montenegro,14,0,23
Morocco,551,3,507
Mozambique,534,2,219
Namibia,2547,26,234
Nepal,1721,27,5455
Netherlands,650,5,13
New Zealand,4,0,2
Nicaragua,0,0,0
Niger,3,0,1
Nigeria,29,1,4
North Macedonia,8,3,13
Norway,72,0,0
Oman,0,0,0
Pakistan,935,36,1110
Palau,0,0,0
Panama,1093,5,804
Papua New Guinea,0,0,0
Paraguay,1863,129,2671
Peru,6813,374,7027
Philippines,6793,116,2794
Poland,134,36,164
Portugal,1604,2,857
Qatar,87,1,113
Romania,65,140,48
Russia,20065,591,13840
Rwanda,875,2,112
Saint Kitts and Nevis,0,0,0
Saint Lucia,24,0,15
Saint Vincent and the Grenadines,0,0,0
Samoa,0,0,0
San Marino,0,0,0
Sao Tome and Principe,1,0,1
Saudi Arabia,1312,13,1290
Senegal,70,2,60
Serbia,76,5,0
Seychelles,158,0,304
Sierra Leone,98,0,31
Singapore,20,0,21
Slovakia,70,3,0
Slovenia,46,0,123
Solomon Islands,0,0,0
Somalia,0,0,0
South Africa,18762,215,14553
South Sudan,0,0,0
Spain,4924,13,0
Sri Lanka,1876,48,1843
Sudan,16,0,0
Summer Olympics 2020,0,0,0
Suriname,188,4,282
Sweden,0,0,0
Switzerland,109,2,0
Syria,41,3,9
Taiwan*,76,5,362
Tajikistan,21,0,25
Tanzania,0,0,0
Thailand,3644,44,0
Timor-Leste,23,0,58
Togo,39,0,23
Trinidad and Tobago,346,16,357
Tunisia,3467,83,1788
Turkey,5630,56,7184
US,24334,523,0
Uganda,1025,49,352
Ukraine,1204,63,2589
United Arab Emirates,2223,7,2177
United Kingdom,15374,18,6
Uruguay,1586,34,2777
Uzbekistan,476,2,535
Vanuatu,0,0,0
Venezuela,1310,15,1083
Vietnam,214,2,190
West Bank and Gaza,505,1,704
Yemen,0,1,10
Zambia,2595,60,3513
Zimbabwe,911,12,80
Malaysia,5812,82,6775
Tonga,0,0,0
