Afghanistan,1814,71,114
Albania,8,1,14
Algeria,373,9,261
Andorra,2,0,8
Angola,131,6,416
Antigua and Barbuda,0,0,0
Argentina,27260,586,23174
Armenia,82,1,227
Australia,13,0,18
Austria,117,6,316
Azerbaijan,68,3,177
Bahamas,26,2,38
Bahrain,811,10,1419
Bangladesh,3319,50,2243
Barbados,1,0,0
Belarus,501,8,375
Belgium,508,6,0
Belize,18,0,11
Benin,31,1,0
Bhutan,16,0,29
Bolivia,2571,124,2456
Bosnia and Herzegovina,29,39,160
Botswana,0,0,0
Brazil,80609,2468,98558
Brunei,2,0,0
Bulgaria,161,17,583
Burkina Faso,0,0,15
Burma,225,0,135
Burundi,11,0,0
Cabo Verde,57,0,48
Cambodia,495,13,604
Cameroon,0,0,0
Canada,893,27,1838
Central African Republic,0,0,0
Chad,0,0,0
Chile,4576,61,6859
China,23,0,17
Colombia,24452,599,28733
Comoros,0,0,0
Congo (Brazzaville),0,0,0
Congo (Kinshasa),250,8,10
Costa Rica,1708,19,2403
Cote d'Ivoire,149,0,27
Croatia,96,8,168
Cuba,1537,8,1159
Cyprus,57,1,0
Czechia,189,0,486
Denmark,227,1,1013
Diamond Princess,0,0,0
Djibouti,0,0,3
Dominica,0,0,0
Dominican Republic,914,9,469
Ecuador,235,10,0
Egypt,609,37,911
El Salvador,946,6,641
Equatorial Guinea,0,0,0
Eritrea,31,1,66
Estonia,61,0,131
Eswatini,8,0,7
Ethiopia,134,7,773
Fiji,116,1,32
Finland,73,0,0
France,3243,80,700
Gabon,0,0,0
Gambia,0,0,0
Georgia,1092,23,775
Germany,1160,135,4950
Ghana,206,1,107
Greece,794,22,0
Grenada,0,0,0
Guatemala,1740,35,1182
Guinea,0,0,0
Guinea-Bissau,0,0,0
Guyana,84,7,88
Haiti,101,3,5
Holy See,0,0,0
Honduras,1003,21,1224
Hungary,57,10,1038
Iceland,5,0,0
India,62224,2542,107628
Indonesia,8161,164,6407
Iran,10216,134,16609
Iraq,4618,26,4137
Ireland,283,0,0
Israel,11,0,2
Italy,1253,63,53074
Jamaica,23,1,187
Japan,1417,67,2870
Jordan,500,12,738
Kazakhstan,1128,0,1292
Kenya,456,7,535
Kiribati,0,0,0
South Korea,544,1,705
Kosovo,0,0,0
Kuwait,1487,3,1291
Kyrgyzstan,514,6,367
Laos,15,0,25
Latvia,143,8,0
Lebanon,170,3,0
Lesotho,0,0,0
Liberia,0,0,0
Libya,271,1,250
Liechtenstein,0,0,6
Lithuania,130,6,595
Luxembourg,21,0,1
MS Zaandam,0,0,0
Madagascar,18,2,15
Malawi,24,3,20
Maldives,224,0,772
Mali,4,0,26
Malta,0,0,3
Marshall Islands,0,0,0
Mauritania,42,1,42
Mauritius,20,0,0
Mexico,4250,241,3458
Micronesia,0,0,0
Moldova,48,2,79
Monaco,6,0,0
Mongolia,4781,20,1624
Montenegro,24,0,29
Morocco,476,4,354
Mozambique,83,1,48
Namibia,1206,32,351
Nepal,1681,41,4187
Netherlands,1050,1,13
New Zealand,2,0,6
Nicaragua,34,0,0
Niger,0,0,0
Nigeria,17,0,14
North Macedonia,28,0,34
Norway,222,0,0
Oman,2126,33,570
Pakistan,1038,46,2016
Panama,848,1,729
Papua New Guinea,0,0,0
Paraguay,2667,115,2725
Peru,3852,553,6599
Philippines,5378,118,6293
Poland,211,52,221
Portugal,973,2,881
Qatar,146,0,209
Romania,103,96,159
Russia,14002,374,8547
Rwanda,298,0,0
Saint Kitts and Nevis,54,0,3
Saint Lucia,6,0,12
Saint Vincent and the Grenadines,2,0,2
Samoa,0,0,0
San Marino,1,0,0
Sao Tome and Principe,0,0,0
Saudi Arabia,1269,16,1014
Senegal,27,1,46
Serbia,132,6,0
Seychelles,91,0,0
Sierra Leone,16,0,7
Singapore,14,0,17
Slovakia,127,5,0
Slovenia,114,2,321
Solomon Islands,0,0,0
Somalia,6,1,56
South Africa,8436,208,4958
South Sudan,0,0,0
Spain,3432,62,0
Sri Lanka,2334,55,2014
Sudan,0,0,0
Suriname,226,6,251
Sweden,1180,0,0
Switzerland,243,3,0
Syria,44,6,8
Taiwan*,135,8,0
Tajikistan,0,0,0
Tanzania,0,0,0
Thailand,3000,19,0
Timor-Leste,71,0,206
Togo,20,0,8
Trinidad and Tobago,327,9,526
Tunisia,1997,89,1645
Turkey,5955,84,4186
US,10898,334,0
Uganda,1422,25,0
Ukraine,1197,82,5561
United Arab Emirates,2127,4,2094
United Kingdom,7594,10,0
Uruguay,2797,53,3309
Uzbekistan,300,1,253
Vanuatu,0,0,0
Venezuela,1233,20,1365
Vietnam,423,2,303
West Bank and Gaza,258,3,252
Yemen,1,0,10
Zambia,2690,28,901
Zimbabwe,241,2,29
Palau,0,0,0
Summer Olympics 2020,0,0,0
Malaysia,5419,101,6831
Tonga,0,0,0
