Afghanistan,58,1,190
Albania,182,5,90
Algeria,74,9,110
Andorra,0,0,0
Angola,192,3,17
Antigua and Barbuda,0,0,0
Argentina,13305,386,9653
Armenia,745,6,427
Australia,27,5,17
Austria,1028,6,884
Azerbaijan,277,3,64
Bahamas,0,0,0
Bahrain,324,5,477
Bangladesh,1537,22,1482
Barbados,2,0,1
Belarus,526,5,374
Belgium,7360,33,128
Belize,16,2,14
Benin,0,0,0
Bhutan,4,0,2
Bolivia,227,25,560
Bosnia and Herzegovina,336,11,190
Botswana,0,0,0
Brazil,10220,309,0
Brunei,0,0,0
Bulgaria,785,8,164
Burkina Faso,11,0,10
Burma,1123,29,1509
Burundi,4,0,0
Cabo Verde,99,2,135
Cambodia,0,0,0
Cameroon,0,0,0
Canada,4111,27,3283
Central African Republic,0,0,0
Chad,13,0,3
Chile,1448,20,2065
China,28,0,17
Colombia,5014,156,8307
Comoros,1,0,9
Congo (Brazzaville),0,0,0
Congo (Kinshasa),4,0,0
Costa Rica,1015,16,423
Cote d'Ivoire,28,0,29
Croatia,372,3,307
Cuba,17,0,28
Cyprus,83,0,0
Czechia,8326,55,1701
Denmark,290,3,486
Diamond Princess,0,0,0
Djibouti,2,0,2
Dominica,0,0,0
Dominican Republic,165,4,409
Ecuador,856,17,0
Egypt,139,9,98
El Salvador,284,5,419
Equatorial Guinea,0,0,0
Eritrea,0,0,0
Estonia,25,0,48
Eswatini,13,1,15
Ethiopia,582,4,403
Fiji,0,0,2
Finland,287,0,0
France,22160,279,1168
Gabon,0,0,0
Gambia,0,0,0
Georgia,569,9,329
Germany,4464,42,2142
Ghana,96,2,45
Greece,408,6,0
Grenada,0,0,0
Guatemala,554,23,728
Guinea,72,0,10
Guinea-Bissau,0,0,0
Guyana,44,2,44
Haiti,5,0,36
Holy See,0,0,0
Honduras,439,7,558
Hungary,1025,28,716
Iceland,86,0,37
India,63509,730,74632
Indonesia,3906,92,4777
Iran,4108,254,2719
Iraq,3921,58,4158
Ireland,808,3,0
Israel,2621,34,7130
Italy,5898,41,1428
Jamaica,97,0,66
Japan,501,4,511
Jordan,2054,18,142
Kazakhstan,83,22,143
Kenya,318,10,-660
South Korea,84,4,167
Kosovo,98,1,37
Kuwait,844,8,706
Kyrgyzstan,343,2,190
Laos,0,0,0
Latvia,75,1,0
Lebanon,1245,13,640
Lesotho,17,0,0
Liberia,0,0,1
Libya,1164,12,541
Liechtenstein,15,0,4
Lithuania,118,3,49
Luxembourg,0,0,0
MS Zaandam,0,0,0
Madagascar,28,0,43
Malawi,3,1,29
Malaysia,660,4,350
Maldives,50,0,50
Mali,1,0,11
Malta,93,1,31
Mauritania,11,0,4
Mauritius,3,0,2
Mexico,4295,475,2631
Moldova,657,17,374
Monaco,5,0,4
Mongolia,0,0,0
Montenegro,218,2,143
Morocco,3185,49,1964
Mozambique,170,1,330
Namibia,11,0,207
Nepal,3556,18,1503
Netherlands,7453,35,83
New Zealand,2,0,1
Nicaragua,89,1,0
Niger,1,0,0
Nigeria,225,1,63
North Macedonia,80,3,96
Norway,154,1,0
Oman,638,7,335
Pakistan,615,13,471
Panama,494,9,622
Papua New Guinea,0,0,0
Paraguay,853,12,574
Peru,2803,62,4128
Philippines,1897,40,231
Poland,5068,62,803
Portugal,1208,16,549
Qatar,214,0,197
Romania,3109,68,1603
Russia,13690,240,7443
Rwanda,3,0,253
Saint Kitts and Nevis,0,0,1
Saint Lucia,0,0,0
Saint Vincent and the Grenadines,0,0,0
San Marino,0,0,0
Sao Tome and Principe,0,0,0
Saudi Arabia,474,19,500
Senegal,15,0,118
Serbia,152,2,0
Seychelles,0,0,0
Sierra Leone,3,0,2
Singapore,4,0,12
Slovakia,531,0,357
Slovenia,399,4,95
Solomon Islands,0,0,0
Somalia,0,0,0
South Africa,1178,165,915
South Sudan,11,0,0
Spain,7118,80,0
Sri Lanka,194,0,11
Sudan,0,0,0
Suriname,14,0,8
Sweden,2203,5,0
Switzerland,1445,7,300
Syria,52,3,33
Taiwan*,1,0,0
Tajikistan,37,0,74
Tanzania,0,0,0
Thailand,9,0,0
Timor-Leste,0,0,0
Togo,23,1,4
Trinidad and Tobago,11,1,64
Tunisia,0,0,0
Turkey,1632,62,1314
US,52406,802,17865
Uganda,81,1,238
Ukraine,5311,111,2259
United Arab Emirates,1315,2,1452
United Kingdom,17250,143,24
Uruguay,24,0,37
Uzbekistan,323,2,307
Venezuela,635,6,862
Vietnam,3,0,0
West Bank and Gaza,516,4,613
Western Sahara,0,0,0
Yemen,1,0,0
Zambia,38,0,101
Zimbabwe,15,0,5
