Afghanistan,34,0,25
Albania,161,3,97
Algeria,264,8,161
Andorra,43,0,5
Angola,62,1,11
Antigua and Barbuda,0,0,0
Argentina,11507,241,10023
Armenia,177,3,201
Australia,43,6,290
Austria,580,2,214
Azerbaijan,163,1,171
Bahamas,93,2,37
Bahrain,632,1,492
Bangladesh,1792,34,2474
Barbados,0,0,1
Belarus,193,6,166
Belgium,969,2,30
Belize,70,1,78
Benin,0,0,0
Bhutan,3,0,3
Bolivia,967,57,1757
Bosnia and Herzegovina,290,6,399
Botswana,0,0,0
Brazil,43718,874,37457
Brunei,0,0,0
Bulgaria,201,7,131
Burkina Faso,13,0,4
Burma,272,0,0
Burundi,0,0,0
Cabo Verde,94,1,83
Cambodia,0,0,0
Cameroon,0,0,0
Canada,720,1,689
Central African Republic,2,0,0
Chad,30,0,2
Chile,1866,69,1708
China,18,0,20
Colombia,7424,243,13215
Comoros,0,0,0
Congo (Brazzaville),37,5,0
Congo (Kinshasa),18,0,89
Costa Rica,1420,16,388
Cote d'Ivoire,47,0,76
Croatia,190,3,324
Cuba,42,0,65
Cyprus,3,0,0
Czechia,1447,2,353
Denmark,293,0,70
Diamond Princess,0,0,0
Djibouti,0,0,0
Dominica,0,0,0
Dominican Republic,516,15,713
Ecuador,1526,87,0
Egypt,151,17,876
El Salvador,85,3,327
Equatorial Guinea,6,0,11
Eritrea,0,0,0
Estonia,32,0,10
Eswatini,31,0,62
Ethiopia,789,12,384
Fiji,0,0,0
Finland,43,0,0
France,9647,82,422
Gabon,22,0,88
Gambia,32,0,122
Georgia,87,0,20
Germany,1586,3,1066
Ghana,75,2,79
Greece,282,3,0
Grenada,0,0,0
Guatemala,703,11,776
Guinea,33,0,89
Guinea-Bissau,0,0,0
Guyana,13,3,56
Haiti,28,1,129
Holy See,0,0,0
Honduras,247,9,1036
Hungary,718,1,24
Iceland,4,0,7
India,97570,1201,81533
Indonesia,3737,88,2707
Iran,2313,115,1697
Iraq,4254,67,3579
Ireland,211,0,0
Israel,3038,13,1786
Italy,1616,10,547
Jamaica,0,0,0
Japan,642,12,755
Jordan,206,1,103
Kazakhstan,68,0,0
Kenya,190,4,395
South Korea,136,5,413
Kosovo,50,5,117
Kuwait,653,1,620
Kyrgyzstan,77,2,144
Laos,1,0,0
Latvia,11,0,0
Lebanon,546,10,0
Lesotho,81,2,0
Liberia,0,0,5
Libya,969,13,86
Liechtenstein,0,0,0
Lithuania,44,0,19
Luxembourg,0,0,0
MS Zaandam,0,0,0
Madagascar,45,1,25
Malawi,14,1,37
Malaysia,182,0,14
Maldives,90,0,287
Mali,3,0,2
Malta,43,1,30
Mauritania,44,0,28
Mauritius,0,0,0
Mexico,5935,534,5284
Moldova,479,8,1475
Monaco,3,0,16
Mongolia,0,0,0
Montenegro,163,1,67
Morocco,2430,33,2344
Mozambique,86,0,42
Namibia,181,2,131
Nepal,1454,5,972
Netherlands,1354,5,98
New Zealand,2,0,8
Nicaragua,0,0,0
Niger,0,0,1
Nigeria,188,1,188
North Macedonia,141,5,98
Norway,136,0,1023
Oman,0,0,0
Pakistan,584,3,330
Panama,615,13,655
Papua New Guinea,1,0,0
Paraguay,881,11,452
Peru,7291,108,7786
Philippines,4017,42,548
Poland,594,10,779
Portugal,687,3,203
Qatar,235,0,221
Romania,1391,35,0
Russia,5421,102,5685
Rwanda,55,0,98
Saint Kitts and Nevis,0,0,0
Saint Lucia,0,0,0
Saint Vincent and the Grenadines,2,0,3
San Marino,0,0,0
Sao Tome and Principe,5,0,0
Saudi Arabia,687,24,935
Senegal,43,0,143
Serbia,92,1,0
Seychelles,1,0,9
Sierra Leone,18,0,0
Singapore,86,0,49
Slovakia,186,0,80
Slovenia,108,0,42
Somalia,5,1,53
South Africa,1960,113,1584
South Sudan,13,0,0
Spain,12183,48,0
Sri Lanka,14,0,14
Sudan,33,1,1
Suriname,52,0,41
Sweden,311,3,0
Switzerland,528,0,0
Syria,60,3,15
Taiwan*,2,0,0
Tajikistan,38,0,33
Tanzania,0,0,0
Thailand,0,0,0
Timor-Leste,0,0,0
Togo,11,0,21
Trinidad and Tobago,127,7,7
Tunisia,377,4,94
Turkey,1671,56,1117
US,47192,1213,14367
Uganda,86,1,0
Ukraine,3227,53,1177
United Arab Emirates,931,0,517
United Kingdom,3544,6,3
Uruguay,14,0,6
Uzbekistan,687,7,348
Venezuela,840,8,835
Vietnam,1,0,9
West Bank and Gaza,592,6,967
Western Sahara,0,0,0
Yemen,4,2,0
Zambia,109,6,0
Zimbabwe,26,2,25
