Afghanistan,22,0,112
Albania,1075,18,890
Algeria,178,2,159
Andorra,28,0,44
Angola,11,2,22
Antigua and Barbuda,82,1,8
Argentina,6064,184,4587
Armenia,206,5,128
Australia,1,0,1
Austria,1735,30,1313
Azerbaijan,154,2,165
Bahamas,0,0,0
Bahrain,696,0,604
Bangladesh,443,16,633
Barbados,126,3,38
Belarus,1352,9,1511
Belgium,2677,43,0
Belize,7,1,26
Benin,104,3,159
Bhutan,0,0,0
Bolivia,789,29,1183
Bosnia and Herzegovina,368,14,2443
Botswana,0,0,0
Brazil,56766,1150,86138
Brunei,1,0,1
Bulgaria,1246,41,564
Burkina Faso,42,0,33
Burma,31,0,85
Burundi,40,0,0
Cabo Verde,63,1,56
Cambodia,4,0,0
Cameroon,0,0,0
Canada,2561,44,3358
Central African Republic,1,0,23
Chad,35,1,14
Chile,2275,15,2841
China,27,2,85
Colombia,5103,185,4523
Comoros,20,2,65
Congo (Brazzaville),0,0,0
Congo (Kinshasa),179,0,16
Costa Rica,434,8,1540
Cote d'Ivoire,132,1,138
Croatia,502,18,224
Cuba,824,3,608
Cyprus,121,2,0
Czechia,12668,166,8766
Denmark,414,8,488
Diamond Princess,0,0,0
Djibouti,25,0,3
Dominica,0,0,0
Dominican Republic,642,15,1073
Ecuador,146,2,0
Egypt,618,49,411
El Salvador,174,9,0
Equatorial Guinea,0,0,0
Eritrea,61,0,59
Estonia,856,2,651
Eswatini,67,3,104
Ethiopia,818,14,979
Fiji,0,0,0
Finland,548,3,0
France,25186,310,1500
Gabon,242,0,205
Gambia,0,0,0
Georgia,486,13,499
Germany,9598,903,11212
Ghana,1225,10,1062
Greece,754,13,0
Grenada,0,0,0
Guatemala,777,6,709
Guinea,68,0,65
Guinea-Bissau,49,0,14
Guyana,51,1,33
Haiti,14,0,0
Holy See,0,0,0
Honduras,857,20,147
Hungary,1548,94,1216
Iceland,5,0,0
India,12881,101,11987
Indonesia,9687,192,8002
Iran,8042,67,6791
Iraq,3575,12,1236
Ireland,638,56,0
Israel,4054,32,7341
Italy,12066,369,16519
Jamaica,243,3,51
Japan,1461,79,3468
Jordan,2887,12,1294
Kazakhstan,930,0,1221
Kenya,144,4,55
South Korea,621,6,536
Kosovo,0,0,0
Kuwait,1017,5,819
Kyrgyzstan,125,3,134
Laos,0,0,0
Latvia,946,22,758
Lebanon,2479,60,2274
Lesotho,25,25,203
Liberia,0,0,0
Libya,312,5,867
Liechtenstein,0,1,0
Lithuania,557,18,1393
Luxembourg,267,4,187
MS Zaandam,0,0,0
Madagascar,0,0,0
Malawi,213,8,518
Malaysia,2998,22,5709
Maldives,142,0,135
Mali,15,0,41
Malta,199,1,89
Marshall Islands,0,0,0
Mauritania,25,1,19
Mauritius,0,0,0
Mexico,8988,1075,7079
Micronesia,0,0,0
Moldova,1301,19,720
Monaco,29,1,28
Mongolia,49,0,25
Montenegro,404,6,506
Morocco,508,13,838
Mozambique,829,10,595
Namibia,74,2,77
Nepal,125,0,91
Netherlands,3424,88,39
New Zealand,4,0,7
Nicaragua,0,0,0
Niger,9,1,29
Nigeria,1073,10,1239
North Macedonia,347,7,168
Norway,358,14,0
Oman,277,5,209
Pakistan,1272,52,2052
Panama,504,17,1251
Papua New Guinea,0,0,0
Paraguay,1037,20,800
Peru,6228,176,6589
Philippines,1178,53,237
Poland,8699,280,2155
Portugal,2324,127,5342
Qatar,453,0,128
Romania,2815,62,2732
Russia,12629,459,17686
Rwanda,122,3,443
Saint Kitts and Nevis,0,0,0
Saint Lucia,27,1,426
Saint Vincent and the Grenadines,5,0,20
Samoa,0,0,0
San Marino,42,0,19
Sao Tome and Principe,15,1,11
Saudi Arabia,334,4,349
Senegal,295,9,410
Serbia,2467,16,0
Seychelles,153,0,16
Sierra Leone,0,0,0
Singapore,11,0,15
Slovakia,3168,105,0
Slovenia,1086,12,1544
Solomon Islands,0,0,0
Somalia,127,9,0
South Africa,2320,165,2878
South Sudan,212,0,0
Spain,10829,337,0
Sri Lanka,722,13,747
Sudan,26,1,83
Suriname,12,1,21
Sweden,4233,82,0
Switzerland,1253,32,0
Syria,50,3,77
Taiwan*,1,0,20
Tajikistan,0,0,0
Tanzania,0,0,0
Thailand,175,0,383
Timor-Leste,0,0,0
Togo,54,0,52
Trinidad and Tobago,7,0,4
Tunisia,787,34,922
Turkey,7325,86,7209
US,70117,2411,0
Uganda,39,0,24
Ukraine,4485,155,6160
United Arab Emirates,3452,14,3570
United Kingdom,12760,738,77
Uruguay,483,7,421
Uzbekistan,36,0,24
Vanuatu,0,0,0
Venezuela,392,5,418
Vietnam,18,0,1
West Bank and Gaza,1040,6,727
Yemen,3,0,0
Zambia,854,9,431
Zimbabwe,108,4,636
